Grade	ID	BusinessName	count_3	count_2	count_1	LICSTATUS	EXPDTTM	LICENSENO	Address	City	State	ZIP
A	227	BARRY'S BOOTCAMP	0	0	4	Active	12/31/2015 23:59	90360	38   Chauncy ST	Boston	MA	2111
D	228	BBQ Town	6	3	37	Inactive	12/31/2012 23:59	26728	4000   Washington ST	Roslindale	MA	2131
A	229	BBQSMITH (CHINATOWN GREENWAY PARK)	0	0	1	Inactive	12/31/2012 23:59	75408	1   Citywide ST	Boston	MA	2128
D	230	BEACON HILL HOTEL & BISTRO	8	1	23	Active	12/31/2015 23:59	21551	25   Charles ST	Boston	MA	2114
C	231	BEANTOWN BURRITO	0	2	11	Active	12/31/2015 23:59	20934	400   Longwood AV	Boston	MA	2215
A	232	BEIJING ON THE COMMON INC.	0	0	17	Inactive	12/31/2011 23:59	20230	60   Boylston ST	Boston	MA	2116
A	233	BELLA DREW'S CAFE	0	0	1	Inactive	12/31/2011 23:59	74972	26   Province ST	Boston	MA	2108
A	234	BEN & JERRYS	1	0	3	Inactive	12/31/2011 23:59	18723	20   Park PZ	Boston	MA	2116
B	235	BENNY'S CREPE CAFE	2	0	3	Inactive	12/31/2014 23:59	79983	1   Citywide ST	Boston	MA	2128
D	236	BERKELEY COLLEGE	4	7	41	Inactive	12/31/2013 23:59	21052	150   MASSACHUSETTS  AV	BOSTON	MA	2215
C	237	BERKELEY PERK CAFE	1	3	13	Active	12/31/2015 23:59	20876	69   Berkeley ST	Boston	MA	2116
C	238	BERKELEY RESIDENCE YWCA	1	2	14	Active	12/31/2015 23:59	18993	40   Berkeley ST	Boston	MA	2116
D	239	BERTUCCI'S	4	5	35	Active	12/31/2015 23:59	23052	1    Blackfan CR	BOSTON	MA	2115
D	240	BERTUCCI'S	8	2	51	Active	12/31/2015 23:59	19320	683   V F W  PK	WEST ROXBURY	MA	2132
F	241	BERTUCCI'S BRICK OVEN PIZZA	19	1	58	Active	12/31/2015 23:59	18797	22   Merchants RO	Boston	MA	2109
D	242	BERTUCCI'S BRICKOVEN PIZZERIA	6	0	18	Active	12/31/2015 23:59	22814	533   COMMONWEALTH  AV	BOSTON	MA	2215
F	243	BEST BARBECUE KITCHEN	65	18	162	Active	12/31/2015 23:59	23407	86   BEACH	BOSTON	MA	2111
F	244	BEST WESTERN ROUNDHOUSE	11	1	61	Active	12/31/2015 23:59	23244	8   Gerard ST	Roxbury	MA	2119
A	245	BETWEEN HOURS	1	0	0	Inactive	12/31/2011 23:59	22705	154   HARVARD  AV	ALLSTON	MA	2134
B	246	BETWEEN HOURS	3	0	14	Active	12/31/2014 23:59	79678	154   Harvard AV	Allston	MA	2134
A	247	BEWLEY'S EXPRESS	0	0	1	Inactive	12/31/2011 23:59	21624	31   ST JAMES  AV	BOSTON	MA	2116
B	248	BHINDI BAZAAR INDIAN CAFE	2	1	17	Inactive	12/31/2012 23:59	22320	95   Massachusetts AV	Boston	MA	2115
B	249	BICKFORD'S FAMILY RESTAURANT	2	0	6	Inactive	12/31/2010 0:00	19718	75   Boston ST	Dorchester	MA	2125
C	250	BIG DADDY'S PIZZA	2	3	13	Active	12/31/2014 23:59	24328	436   WESTERN  AV	BRIGHTON	MA	2135
F	251	BILLY TSE RESTAURANT	13	0	61	Active	12/31/2015 23:59	20275	240   Commercial ST	Boston	MA	2109
F	252	BILLY'S TEXAS B.B.Q.	10	2	32	Active	12/31/2015 23:59	20402	530   Washington ST	Dorchester	MA	2124
C	253	BIRCH STREET BISTRO	3	3	25	Active	12/31/2015 23:59	22622	14   Birch RD	West Roxbury	MA	2132
A	254	BISHOP'S MEDITERRANEAN	0	0	1	Active	12/31/2015 23:59	126040	70  Staniford St	Boston	MA	2114
A	255	BK's Pub	1	0	1	Active	12/31/2015 23:59	18330	4272   Washington ST	Roslindale	MA	2131
D	256	BLACKSTONE GRILL	8	7	55	Active	12/31/2014 23:59	23994	15   Union ST	Boston	MA	2108
F	257	BLASI'S CAFE	10	6	50	Active	12/31/2015 23:59	21531	756   Adams ST	Dorchester	MA	2122
D	258	BLUE STAR RESTAURANT	8	0	21	Active	12/31/2015 23:59	23070	11   Corinth ST	Roslindale	MA	2131
A	259	BO9/CO9/Y7	0	0	1	Active	12/31/2014 23:59	75027	4   Yawkey WY	Boston	MA	2115
A	260	BOATHOUSE	1	0	3	Inactive	12/31/2011 23:59	19893	69   L ST	South Boston	MA	2127
D	261	BOCA GRANDE RESTAURANT	4	6	21	Active	12/31/2015 23:59	25459	366   Washington ST	Brighton	MA	2135
B	262	BOCA GRANDE TAQUERIA	2	1	12	Inactive	12/31/2013 23:59	24718	642   BEACON ST	BOSTON	MA	2115
F	263	BOMBAY CAFE	18	11	92	Inactive	12/31/2014 23:59	22143	175   MASSACHUSETTS  AV	BOSTON	MA	2115
D	264	BON APPETIT @ LESLEY UNIV.	9	1	13	Active	12/31/2014 23:59	24354	700   Beacon ST	Boston	MA	2215
D	265	BON APPETIT RESTAURANT	7	1	33	Active	12/31/2014 23:59	19071	1138   Blue Hill AV	Dorchester	MA	2124
C	266	BON SAVOR	3	2	27	Inactive	12/31/2011 23:59	24057	605   Centre ST	Jamaica Plain	MA	2130
B	267	BONE DADDY'S BURGERS	3	0	17	Active	12/31/2015 23:59	75788	1   Citywide ST	Boston	MA	2128
A	268	BONNE CHANCE CAFE	0	0	5	Inactive	12/31/2010 23:59	19844	77   Canal ST	Boston	MA	2114
F	269	BOSTON & MAINE FISH CO.	11	5	47	Active	12/31/2015 23:59	25070	200   Faneuil Hall Market PL	Boston	MA	2109
D	270	BOSTON BACK BAY HILTON	5	4	38	Active	12/31/2015 23:59	21118	40   Dalton ST	Boston	MA	2115
D	271	BOSTON BEANSTOCK COFFEE CO.	6	1	44	Active	12/31/2015 23:59	23515	97  Salem St	Boston	MA	2113
D	272	BOSTON BEER GARDEN	6	6	31	Active	12/31/2015 23:59	20187	732 E Broadway	South Boston	MA	2127
B	273	BOSTON COLLEGE CLUB	4	1	12	Active	12/31/2015 23:59	20736	100   Federal ST	Boston	MA	2110
A	274	BOSTON COLLEGE WALSH HALL	0	0	9	Active	12/31/2015 23:59	25417	150   ST THOMAS MOORE	Brighton	MA	2135
B	275	BOSTON COMMON FROG POND C.S.	1	1	7	Inactive	12/31/2010 0:00	25308	0   Boston Common	Boston	MA	2108
A	276	BOSTON INDIAN KITCHEN  INC.	1	0	7	Active	12/31/2015 23:59	138801	51A  Massachusetts Av	Boston	MA	2215
F	277	BOSTON KEBAB HOUSE	15	3	15	Inactive	12/31/2011 23:59	24571	10   LIBERTY SQ	Financial District/	MA	2109
F	278	BOSTON MARKET	11	1	39	Active	12/31/2015 23:59	21443	1010   William T Morrissey BL	Dorchester	MA	2122
D	279	BOSTON MARKET	8	4	35	Active	12/31/2015 23:59	21441	245   MASSACHUSETTS  AV	BOSTON	MA	2115
A	280	BOSTON MARRIOTT/STARBUCKS	1	0	3	Active	12/31/2015 23:59	23046	110   HUNTINGTON  AV	BOSTON	MA	2116
A	281	BOSTON MEDICAL CENTER KIOSK ON BRIDGE	0	0	2	Active	12/31/2015 23:59	25406	88   EAST NEWTON ST	BOSTON	MA	2118
B	282	BOSTON PARK PLAZA(4 LOCATIONS)	0	1	9	Inactive	12/31/2010 0:00	18750	50   Providence ST	Boston		
D	283	BOSTON SAIL LOFT	6	4	51	Active	12/31/2015 23:59	19095	80  Atlantic Av	Boston	MA	2110
A	284	BOSTON SHAWARMA	1	0	9	Inactive	12/31/2008 23:59	19989	315   HUNTINGTON  AV	BOSTON	MA	2115
A	285	BOSTON UNIVERSITY ATHLETIC CTR	0	0	2	Active	12/31/2015 23:59	19105	285   BABCOCK	BOSTON	MA	2215
A	286	BOSTON WING IT	1	0	2	Active	12/31/2015 23:59	22141	1153   COMMONWEALTH  AV	ALLSTON	MA	2134
F	287	BOURBON ST. CAFE	28	9	67	Active	12/31/2015 23:59	21201	417   Washington ST	Boston	MA	2108
D	288	BREADWINNERS/STARBUCK'S	8	1	11	Active	12/31/2015 23:59	20444	595   COMMONWEALTH  AV	BOSTON	MA	2215
B	289	BREEZEWAY BAR & GRILL	4	0	18	Inactive	12/31/2012 23:59	22015	153   Blue Hill AV	Roxbury	MA	2119
B	290	BRICCO Restaurant/Bakery	0	1	34	Active	12/31/2015 23:59	20411	239   Hanover ST	Boston	MA	2113
B	291	BRIGHAM & WOMENS FAULKNER HOSPITAL	4	1	27	Active	12/31/2015 23:59	18286	1153   CENTRE	JAMAICA PLAIN	MA	2130
D	292	BRIGHAM CIRCLE CHINESE FOOD	9	3	54	Active	12/31/2014 23:59	20167	728   HUNTINGTON  AV	BOSTON	MA	2115
B	293	BRIGHAM CIRCLE DINER	3	1	29	Inactive	12/31/2011 23:59	22247	737   HUNTINGTON AV	Roxbury	MA	2119
C	294	BRIGHTON CAFE	5	1	21	Active	12/31/2015 23:59	22658	1597   COMMONWEALTH  AV	BRIGHTON	MA	2135
B	295	BRIGHTON HOUSE OF PIZZA	2	0	14	Inactive	12/31/2014 23:59	19777	212   Market ST	Brighton	MA	2135
B	296	BRIGHTON HOUSE OF PIZZA	2	1	2	Active	12/31/2014 23:59	134641	218   Market ST	Brighton	MA	2135
D	297	BROADWAY'S BEST PIZZA	7	5	37	Active	12/31/2015 23:59	20749	321 W BROADWAY	SOUTH BOSTON	MA	2127
F	298	BROWN SUGAR CAFE	14	2	30	Active	12/31/2015 23:59	21211	1033   Commonwealth AV	Boston	MA	2215
D	299	BROWNSTONE	3	5	55	Active	12/31/2015 23:59	25211	111   DARTMOUTH ST	BOSTON	MA	2116
F	300	BRUEGGER'S BAGEL BAKERY	14	0	22	Active	12/31/2015 23:59	25399	211   Congress ST	Boston	Ma	2210
C	301	BRUEGGER'S BAGEL BAKERY	0	2	9	Active	12/31/2015 23:59	28743	370  Western Av	Brighton	MA	2135
D	302	BRUEGGER'S BAGEL BAKERY	6	5	25	Active	12/31/2015 23:59	20005	375   LONGWOOD  AV	BOSTON	MA	2115
B	303	BRUEGGER'S BAGEL BAKERY	0	1	4	Inactive	12/31/2011 23:59	20003	633   V F W PK	WEST ROXBURY	MA	2132
D	304	BRUEGGER'S BAGEL BAKERY	7	2	20	Active	12/31/2015 23:59	20000	644   Beacon ST	Boston	MA	2201
F	305	BRUEGGER'S BAGEL BAKERY No.  274	13	2	16	Active	12/31/2015 23:59	26153	7   School ST	Boston	MA	2108
B	306	BUBBLE-T ZONE	3	1	16	Inactive	12/31/2014 23:59	24423	1082   Dorchester AV	Dorchester	MA	2125
F	307	BUCCIERI'S CAFE	19	3	28	Inactive	12/31/2013 23:59	23933	260   Franklin ST	Boston	MA	2109
F	308	BUKHARA INDIAN BISTRO	22	1	42	Active	12/31/2015 23:59	21016	701   Centre ST	Jamaica Plain	MA	2130
A	309	BUKOWSKI	0	0	8	Active	12/31/2015 23:59	20751	50   Dalton ST	Boston	MA	2115
C	310	BUNKER HILL COMMUNITY COLLEGE	5	3	46	Active	12/31/2015 23:59	21714	2   Rutherford AV	Charlestown	MA	2129
C	311	BURRITOS EXPRESS	1	2	23	Inactive	12/31/2013 23:59	23865	86  Bedford St	Boston	MA	2111
A	312	BV	1	0	5	Active	12/31/2014 23:59	67684	4   Yawkey WY	Boston	MA	2115
C	313	Ba Phu Fast Foods & Sandwiches	4	3	11	Inactive	12/31/2010 0:00	68105	1155   Dorchester AV	Dorchester	MA	2125
A	314	Baale Restaurant	1	0	18	Inactive	12/31/2011 23:59	67335	3381   Washington ST	Jamaica Plain	MA	2130
B	315	Back Bay Harry's	1	0	27	Active	12/31/2015 23:59	97090	142   Berkeley ST	Boston	MA	2116
A	316	Back Bay Market	1	0	0	Inactive	12/31/2011 23:59	26093	145  Dartmouth St	Boston	MA	2116
D	317	Back Bay Sandwich	7	1	21	Active	12/31/2015 23:59	76102	31   Saint James AV	Boston	MA	2116
C	318	Back Bay Social Club	4	2	27	Active	12/31/2015 23:59	68305	867   Boylston ST	Boston	MA	2116
F	319	Back Deck	19	7	52	Active	12/31/2015 23:59	77031	10   West ST	Boston	MA	2111
B	320	Baco Banh Mi @Super 88 Market	3	1	9	Active	12/31/2014 23:59	90432	1   Brighton AV	Allston	MA	2134
F	321	Bagelville Inc.	16	9	72	Active	12/31/2015 23:59	33805	200   Faneuil Hall Market PL	Boston	MA	2109
A	322	Bagelville West Roxbury	1	0	3	Active	12/31/2015 23:59	122277	1630   VFW PW	West Roxbury	MA	2132
D	323	Bailey & Sage	7	1	21	Active	12/31/2014 23:59	67728	103   State ST	Boston	MA	2109
D	324	Bain Capital (40th Fl)	6	2	8	Active	12/31/2015 23:59	75683	200   Clarendon ST	Boston	MA	2116
B	325	Bakery Cafe @ Tuft's Medical Center	2	1	6	Inactive	12/31/2014 23:59	76525	750   Washington ST	Boston	MA	2111
C	326	Bangkok Express	4	2	28	Active	12/31/2014 23:59	26347	100-199   Faneuil Hall Market PL	Boston	MA	2109
F	327	Banh Mi House	13	0	28	Active	12/31/2015 23:59	81142	48   Winter ST	Boston	MA	2108
F	328	Banh Mi Ngon/Vietnamese Gourmet Sandwiches	10	2	28	Inactive	12/31/2014 23:59	78232	1751   Centre ST	West Roxbury	MA	2132
B	329	Banh Mi Ngon/Vietnamese Gourmet Sandwiches	2	0	7	Active	12/31/2015 23:59	130834	1759  Centre St	West Roxbury	MA	2132
C	330	Bani Restaurant	5	2	50	Active	12/31/2015 23:59	23642	4541   Washington ST	Roslindale	MA	2131
A	331	Bar Medallo	1	0	6	Active	12/31/2015 23:59	75169	411   Chelsea ST	East Boston	MA	2128
B	332	Barbecue Lamb Brothers	2	0	4	Active	12/31/2015 23:59	86648	1   Citywide ST	Boston	MA	2128
A	333	Barcelona Restaurant	1	0	2	Active	12/31/2015 23:59	126674	525   Tremont ST	Boston	MA	2116
D	334	Barney Fannings	7	3	18	Active	12/31/2015 23:59	78300	99   BROAD ST ST	BOSTON	MA	2110
D	335	Barracuda Tavern	9	0	12	Active	12/31/2015 23:59	68686	53   Bromfield ST	Boston	MA	2108
B	336	Barrington Coffee	0	1	2	Active	12/31/2015 23:59	76317	346  Congress St	Boston	MA	2210
B	337	Barrio Cantina	3	0	16	Inactive	12/31/2014 23:59	78313	1358  Boylston St	Boston	MA	2215
B	338	Bartlett Square Cafe	1	1	15	Active	12/31/2015 23:59	86512	154  Green St	Jamaica Plain	MA	2130
D	339	Basho Japanese Brasserie	8	2	20	Active	12/31/2015 23:59	34664	1341   Boylston ST	Boston	MA	2215
A	340	Basho Japanese Brasserie	1	0	2	Inactive	12/31/2014 23:59	128578	245   Summer ST	Boston	MA	2210
A	341	Basho Japanese Sushi@B.U.(G.S.U.)	1	0	0	Active	12/31/2015 23:59	89888	775  Commonwealth Av	Boston	MA	2215
B	342	Basil Asia Cafe	0	1	1	Inactive	12/31/2011 23:59	37250	417   Cambridge ST	Allston	MA	2134
F	343	Battery Park Restaurant & Lounge	15	0	20	Active	12/31/2015 23:59	68682	31   Batterymarch ST	Boston	MA	2109
C	344	Battery Wharf Hotel	4	2	45	Active	12/31/2015 23:59	32095	2   Battery Wharf	Boston	MA	2109
A	345	Beach House Cafe	0	0	6	Inactive	12/31/2014 23:59	86608	789A   Adams ST	Dorchester	MA	2124
B	346	Beacon Hill Pub	1	1	13	Active	12/31/2015 23:59	18310	149   Charles ST	Boston	MA	2114
F	347	Bean & Leaf Cafe	10	2	26	Active	12/31/2015 23:59	22234	20   Custom House ST	Boston	MA	2111
F	348	Beantown Hoagie	12	1	14	Active	12/31/2015 23:59	73755	102   Water ST	Boston	MA	2109
C	349	Beantown Pho and Grill	4	2	8	Active	12/31/2014 23:59	128432	272   Newbury ST	Boston	MA	2116
B	350	Beantown Pizza	2	0	9	Inactive	12/31/2013 23:59	79392	270   Babcock ST	Boston	MA	2215
F	351	Beantown Pub	14	3	34	Active	12/31/2015 23:59	21058	100   Tremont ST	Boston	MA	2108
B	352	Beca's Kitchen	2	0	33	Inactive	12/31/2013 23:59	78444	984   Hyde Park AV	Hyde Park	MA	2136
F	353	Beijing Cafe	14	7	48	Active	12/31/2015 23:59	21837	728   Commonwealth AV	Boston	Ma	2115
F	354	Beijing Kyoto	33	5	87	Active	12/31/2014 23:59	28863	108   South ST	Boston	MA	2111
D	355	Beijing Taste Restaurant	5	5	54	Inactive	12/31/2013 23:59	25758	99  Cambridge St	Charlestown	MA	2129
F	356	Bel Lounge	14	1	57	Inactive	12/31/2014 23:59	76088	4174   Washington ST	Roslindale	MA	2131
C	357	Bell In Hand	5	0	38	Active	12/31/2015 23:59	18487	45   Union ST	Boston	MA	2108
B	358	Bella Arianna	2	1	16	Active	12/31/2014 23:59	125210	107   South ST	Boston	MA	2111
C	359	Bella Luna Restaurant @ the Brewery	2	2	39	Active	12/31/2015 23:59	31331	284  Amory St	Jamaica Plain	MA	2130
F	360	Bella Vista	10	0	41	Active	12/31/2015 23:59	25721	288   Hanover ST	Boston	MA	2113
A	361	Ben & Jerry's	1	0	10	Active	12/31/2015 23:59	22630	174   Newbury ST	Boston	MA	2116
A	362	Ben & Jerry's	0	0	9	Active	12/31/2015 23:59	23949	800   Boylston ST	Boston	MA	2199
A	363	Ben and Jerry's	0	0	2	Active	12/31/2015 23:59	77944	22   Park PZ		MA	2116
C	364	Benevento's	4	3	47	Active	12/31/2015 23:59	33572	111   Salem ST	Boston	MA	2113
A	365	Berklee College of Music	1	0	2	Active	12/31/2015 23:59	86666	160   Massachusetts AV	Boston	MA	2115
A	366	Berkshire Farms Market	0	0	1	Active	12/31/2015 23:59	123056	200   Terminal RD	East Boston	MA	2128
A	367	Berry Line	1	0	5	Inactive	12/31/2014 23:59	32643	1377   Boylston ST	Boston	Ma	2215
B	368	Berryline	1	1	4	Inactive	12/31/2013 23:59	75227	303   Newbury ST	Boston	MA	2115
C	369	Beth Isreal Deaconess	4	2	43	Active	12/31/2015 23:59	26033	330   Brookline AV	Boston	MA	2115
A	370	Bethlehem to Go	0	0	5	Active	12/31/2014 23:59	77113	136   Harvard AV	Allston	MA	2134
D	371	Betty's Wok & Noodle Diner	7	5	60	Inactive	12/31/2012 23:59	21217	250   Huntington AV	Boston	MA	2115
D	372	Bibim Restaurant	8	0	25	Active	12/31/2015 23:59	78281	166   Harvard AV	Allston	MA	2134
F	373	Biddy Earlys	11	4	65	Active	12/31/2014 23:59	21629	141   Pearl ST	Boston	MA	2110
C	374	Big A Pizzeria	5	2	18	Inactive	12/31/2013 23:59	75675	568   Cambridge ST	Allston	MA	2134
B	375	Big Apple Circus	2	1	10	Active	12/31/2014 23:59	25073	1   CITY HALL PLAZA	BOSTON	MA	2201
B	376	Big Bites	2	0	15	Active	12/31/2015 23:59	84999	10   Walk Hill ST	Jamaica Plain	MA	2130
B	377	Big Guy's Cafe	0	1	3	Inactive	12/31/2010 0:00	25815	38   Cornhill	Boston	MA	2108
F	378	Big Guy's Cafe & Grill Inc.	24	2	53	Active	12/31/2014 23:59	74748	38   Cornhill	Boston	MA	2108
A	379	Bill's Bar	0	0	2	Active	12/31/2015 23:59	20504	7   Lansdowne ST	Boston	MA	2215
A	380	Billares Colombia	0	0	1	Active	12/31/2015 23:59	89909	16   Bennington ST	East Boston	MA	2128
C	381	Billy's Sub Shop	0	3	18	Active	12/31/2015 23:59	22062	57   Berkeley ST	Boston	MA	2116
C	382	Bin 26 Enoteca	5	0	7	Active	12/31/2015 23:59	27661	26   Charles ST	Boston	MA	2114
B	383	Bina Osteria	2	0	17	Inactive	12/31/2012 23:59	29558	571   Washington ST	Boston	MA	2111
A	384	Bistro du Midi	0	0	6	Active	12/31/2015 23:59	22642	272   Boylston ST	Boston	MA	2116
F	385	Black Rose	25	6	189	Active	12/31/2015 23:59	18686	160   State ST	Boston	MA	2109
D	386	Black Seeds	9	0	40	Active	12/31/2015 23:59	20465	131   Tremont ST	Boston	MA	2111
A	387	Blackbird Doughnuts	0	0	3	Active	12/31/2015 23:59	134670	460  Tremont St	Roxbury	MA	2118
A	388	Blanca's Grill Restaurant	1	0	4	Inactive	12/31/2011 23:59	37322	295   Bennington ST	East Boston	MA	2128
C	389	Bleacher Bar	5	3	25	Active	12/31/2015 23:59	29474	70   Lansdowne ST	Boston	Ma	2215
A	390	Blue Asia Cafe	0	0	5	Active	12/31/2015 23:59	34556	101   Brighton AV	Allston	MA	2134
C	391	Blue Cross Blue Shield-Landmark Center	4	2	14	Active	12/31/2015 23:59	31165	401   Park DR	Boston	MA	2115
A	392	Blue Dragon	0	0	4	Active	12/31/2015 23:59	80794	324  A St	Boston	MA	2210
D	393	Blue Hill Coffee Shop	8	0	24	Active	12/31/2014 23:59	37299	170   Blue Hill AV	Dorchester	MA	2119
A	394	Blue Hill House of Pizza	0	0	6	Inactive	12/31/2010 0:00	28214	161    Blue Hill AV	ROXBURY	MA	2119
C	395	Blue Hill House of Pizza	5	2	23	Inactive	12/31/2012 23:59	75730	161   Blue Hill AV	Roxbury	MA	2119
B	396	Blue Hill Pizza	1	1	14	Active	12/31/2015 23:59	80419	161   Blue Hill AV	Roxbury	MA	2119
D	397	Blue Island	4	6	20	Active	12/31/2015 23:59	91874	375   Blue Hill AV	Dorchester	MA	2121
D	398	Blue Nile Restaurant	7	2	30	Active	12/31/2015 23:59	76977	387   Centre ST	Jamaica Plain	MA	2130
B	399	Blue State Coffee@957 Comm. Ave. Boston	2	0	3	Active	12/31/2015 23:59	73428	957   Commonwealth AV	Boston	MA	2215
B	400	Bluestone Bistro	2	0	6	Inactive	12/31/2012 23:59	32868	1799   Commonwealth AV	Brighton	MA	2135
C	401	Bluestone Bristro	2	2	15	Active	12/31/2015 23:59	83814	1799   Commonwealth AV	Brighton	MA	2135
B	402	Blunch	0	1	3	Active	12/31/2015 23:59	28694	59   EAST SPRINGFIELD	BOSTON	MA	2136
A	403	BoYo	1	0	13	Inactive	12/31/2012 23:59	32968	175   CAMBRIDGE ST	BOSTON	MA	2114
A	404	Boar's Nest	0	0	3	Inactive	12/31/2009 23:59	29754	65   Kneeland ST	Boston	Ma	2111
B	405	Boars Nest Deli	4	0	27	Inactive	12/31/2012 23:59	37213	65   KNEELAND ST ST	BOSTON	MA	2111
C	406	Bohemio's Restaurant	4	3	64	Active	12/31/2015 23:59	75392	30   Bennington ST	East Boston	MA	2128
C	407	Boloco	5	0	8	Active	12/31/2015 23:59	24267	125   Pearl ST	Boston	MA	2110
D	408	Boloco	6	0	5	Active	12/31/2015 23:59	24263	133   Federal ST	Boston	MA	2110
C	409	Boloco	5	0	11	Active	12/31/2015 23:59	24259	1940   Beacon ST	Brighton	MA	2135
F	410	Boloco	19	3	24	Active	12/31/2015 23:59	31507	27   SCHOOL ST	BOSTON	MA	2109
F	411	Boloco	11	8	36	Active	12/31/2015 23:59	24265	283   LONGWOOD  AV	BOSTON	MA	2115
D	412	Boloco	4	5	34	Active	12/31/2015 23:59	24273	359   HUNTINGTON  AV	BOSTON	MA	2115
D	413	Boloco	7	1	2	Active	12/31/2015 23:59	27549	48   Congress ST	Boston	MA	2109
B	414	Boloco	3	1	8	Active	12/31/2015 23:59	68414	569   Boylston ST	Boston	MA	2116
D	415	Boloco (247 Newbury St.)	3	9	33	Active	12/31/2015 23:59	24271	247   Newbury ST	Boston	MA	2116
C	416	Boloco - Berklee	2	3	18	Active	12/31/2015 23:59	34705	1080   Boylston ST	Boston	MA	2215
B	417	Boloco Inspired Burritos	4	0	14	Active	12/31/2015 23:59	30915	2   Park PZ	Boston	MA	2116
B	418	Boloco-Atlantic Wharf	3	1	5	Active	12/31/2015 23:59	76206	280   Congress ST	Boston	MA	2110
C	419	Bombay Club	1	2	10	Inactive	12/31/2011 23:59	37154	1407   Washington ST	Roxbury	MA	2118
B	420	Bombay Club	2	0	8	Inactive	12/31/2011 23:59	25255	300   FANEUIL HALL MARKET PL	BOSTON	MA	2109
B	421	Bon Me	2	1	1	Active	12/31/2015 23:59	86676	1   Citywide ST	Boston	MA	2128
B	422	Bon Me Foods	1	1	7	Active	12/31/2015 23:59	74694	100   City Hall PZ	Boston	MA	2108
B	423	Bon Me No. 2 Dewey Sq. Parks	2	0	6	Active	12/31/2015 23:59	78417	1   Citywide ST	Boston	MA	2128
A	424	Bonapita	0	0	3	Active	12/31/2014 23:59	118001	51   Franklin ST	Boston	MA	2110
F	425	Bonchon Allston	25	6	54	Active	12/31/2015 23:59	78286	101   Brighton AV	Allston	MA	2134
A	426	Bonfire By Todd English	1	0	9	Active	12/31/2015 23:59	27909	200   LOGAN AIRPORT TRMNL B	EAST BOSTON	MA	2128
D	427	Bonne Chance Cafe	7	3	45	Active	12/31/2015 23:59	68623	77   Canal ST	Boston	MA	2114
B	428	Borders Book Store Music Cafe	4	0	5	Inactive	12/31/2011 23:59	25726	10   School ST	Boston	MA	2108
A	429	Borders Books & Music	0	0	1	Inactive	12/31/2010 0:00	24631	501   Boylston ST	Boston	MA	2116
F	430	Borinquen Bakery & Cafe	10	3	42	Active	12/31/2015 23:59	74545	112   Stoughton ST	Dorchester	MA	2124
D	431	Boston Backbay Cafe	7	3	22	Inactive	12/31/2011 23:59	32622	300   Terminal RD	East Boston/	MA	2128
B	432	Boston Bagel Company	3	1	9	Active	12/31/2014 23:59	116449	753 E Broadway	South Boston	MA	2127
C	433	Boston Beer Works	3	1	56	Active	12/31/2015 23:59	21695	112   CANAL	BOSTON	MA	2114
C	434	Boston Beer Works	3	2	13	Inactive	12/31/2012 23:59	33615	500   Terminal RD	East Boston	MA	2128
F	435	Boston Beer Works	10	3	30	Active	12/31/2015 23:59	19414	61   Brookline AV	Boston	MA	2215
B	436	Boston Beer Works (Pier B)	0	1	29	Active	12/31/2015 23:59	27177	300   LOGAN AIRPORT TRMNL C	EAST BOSTON	MA	2128
C	437	Boston Beer Works (Pier C)	1	2	21	Active	12/31/2015 23:59	29187	300   LOGAN AIRPORT TRMNL C	EAST BOSTON	MA	2128
B	438	Boston Big Easy	0	1	8	Active	12/31/2015 23:59	125825	624   Blue Hill AV	Dorchester	MA	2121
B	439	Boston Burger	4	1	19	Active	12/31/2015 23:59	76951	1100   Boylston ST	Boston	MA	2215
B	440	Boston Chops	0	1	6	Active	12/31/2015 23:59	86604	1361   Washington ST	Roxbury	MA	2118
B	441	Boston Chowda Co.	2	0	20	Active	12/31/2015 23:59	25452	300   FANEUIL HALL MARKET PL	BOSTON	MA	2109
C	442	Boston Chowda Co.	4	3	15	Active	12/31/2015 23:59	21681	800   Boylston ST	Boston	MA	2199
F	443	Boston Common Coffee Co.	14	3	40	Active	12/31/2015 23:59	24654	10   High ST	Boston	MA	2110
D	444	Boston Common Coffee Co.	8	4	33	Active	12/31/2015 23:59	31028	10   West ST	Boston	MA	2111
B	445	Boston Common Hotel & Conference Center	1	1	6	Active	12/31/2015 23:59	79938	40  Trinity Pl	Boston	MA	2116
A	446	Boston Eagle	0	0	3	Active	12/31/2015 23:59	18523	520   Tremont ST	Roxbury	MA	2116
C	447	Boston Globe Cafeteria	0	3	22	Active	12/31/2015 23:59	26254	135   William T Morrissey BL	Dorchester	MA	2125
A	448	Boston Globe Kiosk No.  2	0	0	7	Active	12/31/2015 23:59	31530	135   William T Morrissey BL	Dorchester	MA	2125
F	449	Boston Harbor Hotel	16	5	49	Active	12/31/2015 23:59	18205	70  Rowes Wh	Boston	MA	2110
C	450	Boston Herald Cafe	1	2	21	Inactive	12/31/2011 23:59	32380	1   Herald ST	Roxbury	MA	2118
B	451	Boston House of Pizza	1	1	11	Inactive	12/31/2010 0:00	27857	183   Chestnut Hill AV	Brighton	Ma	2135
B	452	Boston House of Pizza	4	0	40	Active	12/31/2015 23:59	34626	305   HUNTINGTON  AV	BOSTON	MA	2115
D	453	Boston House of Pizza	7	0	36	Active	12/31/2015 23:59	18042	940   AMER LEGION  HW	ROSLINDALE	MA	2131
